1, 298
2, 1204
3, 1773
4, 2580
5, 4310
6, 5053
7, 5116
8, 6336
9, 7491
10, 8205
11, 10399
12, 11020
13, 11479
14, 11984
15, 12907
16, 13000
17, 13191
18, 13226
19, 13261
20, 13313
21, 13853
22, 14236
23, 14283
24, 14555
25, 14857
26, 15467
27, 15798
28, 17377
29, 18665
30, 19257
31, 19884
32, 20552
33, 21469
34, 21783
35, 21899
36, 21934
37, 22015
38, 22044
39, 23896
40, 24296
41, 24470
42, 25057
43, 25126
44, 28226
45, 29288
46, 31872
47, 32481
48, 37973
49, 38025
50, 38106
51, 39250
52, 39296
53, 41821
54, 41862
55, 41903
56, 41972
57, 42083
58, 42414
59, 42483
60, 42524
61, 42570
62, 42715
63, 43296
64, 43342
65, 43754
66, 43813
67, 43847
68, 43946
69, 44062
70, 44167
71, 44335
72, 44457
73, 44486
74, 44648
75, 44736
76, 45101
77, 46262
78, 46703
79, 47005
80, 47046
81, 47354
82, 47388
83, 47429
84, 47487
85, 47783
86, 47835
87, 47957
88, 50825
89, 51011
90, 51783
91, 51969
92, 52195
93, 52880
94, 52932
95, 52996
96, 53118
97, 54006
98, 54047
99, 54534
100, 54679
101, 54726
102, 54871
103, 54958
104, 55324
105, 55655
106, 55724
107, 55869
108, 55916
109, 56073
110, 56496
111, 57170
112, 58412
113, 58667
114, 58859
115, 58946
116, 59114
117, 59225
118, 59840
119, 59898
120, 61831
121, 62859
122, 62981
123, 63666
124, 63758
125, 64327
126, 65059
127, 65999
128, 66667
129, 68222
130, 68321
131, 70115
132, 70521
133, 71247
134, 71467
135, 71961
136, 72031
137, 73412
138, 73859
139, 75984
140, 76077
141, 76512
142, 77081
143, 77191
144, 77226
145, 77632
146, 78741
147, 78886
148, 78956
149, 79745
150, 80622
151, 80866
152, 80918
153, 80953
154, 81516
155, 81557
156, 82346
157, 82468
158, 83141
159, 83675
160, 83716
161, 83942
162, 84430
163, 84593
164, 84639
165, 85730
166, 85806
167, 85841
168, 85875
169, 86055
170, 86154
171, 86415
172, 86485
173, 86566
174, 87396
175, 88348
176, 89237
177, 89933
178, 90148
179, 90206
180, 90688
181, 95616
182, 95773
183, 95808
184, 95872
185, 95912
186, 95982
187, 96150
188, 96359
189, 96673
190, 96702
191, 96742
192, 96917
193, 96951
194, 96980
195, 97056
196, 97097
197, 97236
198, 97288
199, 97590
200, 98234
201, 98577
202, 99326
203, 99610
204, 100429
205, 100504
206, 100545
207, 100574
208, 100609
209, 100667
210, 100725
211, 100881
212, 101148
213, 101224
214, 101270
215, 101479
216, 101514
217, 101572
218, 102170
219, 102222
220, 102321
221, 102425
222, 102472
223, 102617
224, 102716
225, 102756
226, 103012
227, 103592
228, 103830
229, 103941
230, 104045
231, 104614
232, 104701
233, 105491
234, 105618
235, 105798
236, 106437
237, 107389
238, 107534
239, 107934
240, 108410
241, 108474
242, 108521
243, 108666
244, 108794
245, 109037
246, 109328
247, 109368
248, 110181
249, 110378
250, 110634
251, 110779
252, 110831
253, 111040
254, 111667
255, 111824
256, 111899
257, 111980
258, 112416
259, 112457
260, 112898
261, 113234
262, 113310
263, 113350
264, 113478
265, 113774
266, 114088
267, 114924
268, 115109
269, 115603
270, 116143
271, 116183
272, 116503
273, 117031
274, 117071
275, 117356
276, 117495
277, 117623
278, 118169
279, 118209
280, 118825
281, 119788
282, 119875
283, 120369
284, 120415
285, 120450
286, 121019
287, 121315
288, 121588
289, 121698
290, 121936
291, 122174
292, 122279
293, 122371
294, 123062
295, 123509
296, 124026
297, 124154
298, 124363
299, 125396
300, 125779
301, 126145
302, 126365
303, 126412
304, 127079
305, 128734
306, 130028
307, 130075
308, 130202
309, 130736
310, 130789
311, 131189
312, 131305
313, 131346
314, 131375
315, 131410
316, 131450
317, 131508
318, 132170
319, 132327
320, 132385
321, 132716
322, 132966
323, 133291
324, 133616
325, 134185
326, 134318
327, 134394
